user_id,start_year,start_month,start_day,start_hour,start_minute,end_year,end_month,end_day,end_hour,end_minute
2318,2018,12,2,21,3,2018,12,3,1,3
2319,2018,12,5,11,36,2018,12,6,8,36
2320,2018,6,20,8,43,2018,6,20,19,43
2321,2019,9,29,9,17,2019,9,29,15,17
2322,2018,3,21,4,37,2018,3,21,10,37
2323,2019,11,18,5,45,2019,11,18,19,45
2324,2018,10,21,5,47,2018,10,21,17,47
2325,2018,1,12,3,50,2018,1,12,11,50
2326,2018,2,15,16,32,2018,2,15,20,32
2327,2019,12,16,0,33,2019,12,16,16,33
2328,2019,3,27,4,43,2019,3,27,15,43
2329,2019,9,18,1,6,2019,9,18,20,6
2330,2019,8,5,22,22,2019,8,6,17,22
2331,2019,9,15,3,2,2019,9,15,10,2
2332,2019,6,16,9,53,2019,6,17,8,53
2333,2019,8,22,5,44,2019,8,22,6,44
2334,2018,1,16,13,24,2018,1,16,23,24
2335,2018,1,9,9,51,2018,1,9,14,51
2336,2018,9,21,10,10,2018,9,21,23,10
2337,2019,7,30,11,58,2019,7,30,16,58
2338,2018,1,11,0,43,2018,1,11,16,43
2339,2018,5,22,23,20,2018,5,23,0,20
2340,2018,7,26,23,53,2018,7,27,10,53
2341,2018,4,18,1,23,2018,4,18,22,23
2342,2018,7,29,23,30,2018,7,30,8,30
2343,2018,9,6,13,0,2018,9,7,1,0
2344,2019,10,14,7,40,2019,10,14,8,40
2345,2018,11,12,4,52,2018,11,12,20,52
2346,2018,8,6,21,59,2018,8,7,16,59
2347,2019,8,19,6,52,2019,8,20,1,52
2348,2018,9,10,19,44,2018,9,11,16,44
2349,2018,11,29,19,44,2018,11,30,6,44
2350,2019,5,1,22,31,2019,5,2,20,31
2351,2019,1,5,3,44,2019,1,6,1,44
2352,2019,11,9,6,36,2019,11,9,23,36
2353,2019,5,22,2,32,2019,5,22,19,32
2354,2018,4,19,0,29,2018,4,19,14,29
2355,2019,2,26,1,17,2019,2,26,9,17
2356,2018,1,3,20,31,2018,1,4,17,31
2357,2019,5,12,6,1,2019,5,13,2,1
2358,2018,8,18,14,59,2018,8,19,5,59
2359,2018,11,7,16,52,2018,11,8,7,52
2360,2018,10,4,4,33,2018,10,4,19,33
2361,2018,6,15,14,0,2018,6,16,9,0
2362,2019,4,21,20,1,2019,4,21,22,1
2363,2018,8,24,7,55,2018,8,25,0,55
2364,2019,5,15,0,22,2019,5,15,11,22
2365,2019,9,22,4,33,2019,9,22,18,33
2366,2019,2,18,3,14,2019,2,18,8,14
2367,2018,5,6,18,18,2018,5,7,7,18
2368,2019,10,14,22,56,2019,10,15,3,56
2369,2019,6,18,18,32,2019,6,19,7,32
2370,2019,6,20,14,7,2019,6,21,4,7
2371,2018,9,27,1,40,2018,9,27,10,40
2372,2018,12,16,17,42,2018,12,17,11,42
2373,2019,8,9,5,2,2019,8,9,9,2
2374,2018,11,7,22,40,2018,11,8,0,40
2375,2018,10,3,0,49,2018,10,3,9,49
2376,2018,7,9,12,57,2018,7,9,17,57
2377,2019,1,20,1,42,2019,1,20,20,42
2378,2018,11,22,19,37,2018,11,23,3,37
2379,2019,9,6,13,54,2019,9,6,20,54
2380,2018,12,16,6,47,2018,12,16,22,47
2381,2019,6,12,11,32,2019,6,12,12,32
2382,2018,6,4,13,38,2018,6,4,22,38
2383,2018,9,16,4,45,2018,9,16,20,45
2384,2019,7,10,3,12,2019,7,10,22,12
2385,2018,12,17,18,15,2018,12,18,12,15
2386,2018,7,3,16,20,2018,7,3,21,20
2387,2019,7,18,5,39,2019,7,18,18,39
2388,2019,4,9,23,3,2019,4,10,15,3
2389,2019,7,29,15,0,2019,7,30,13,0
2390,2019,3,6,22,40,2019,3,7,21,40
2391,2018,7,19,7,25,2018,7,19,14,25
2392,2019,12,18,0,49,2019,12,18,20,49
2393,2019,3,16,18,58,2019,3,17,8,58
2394,2018,11,4,3,30,2018,11,4,15,30
2395,2019,7,9,1,38,2019,7,9,23,38
2396,2019,11,29,20,24,2019,11,30,3,24
2397,2018,5,18,20,12,2018,5,19,7,12
2398,2019,3,31,4,36,2019,3,31,8,36
2399,2018,4,11,18,29,2018,4,12,8,29
2400,2019,1,29,14,30,2019,1,29,21,30
2401,2019,7,24,6,59,2019,7,24,9,59
2402,2019,9,1,6,55,2019,9,2,0,55
2403,2018,12,12,12,48,2018,12,13,5,48
2404,2018,1,4,20,43,2018,1,5,11,43
2405,2019,7,28,3,10,2019,7,28,15,10
2406,2019,3,14,9,54,2019,3,14,21,54
2407,2019,6,28,10,7,2019,6,28,13,7
2408,2019,11,5,5,12,2019,11,5,11,12
2409,2019,7,24,3,51,2019,7,24,7,51
2410,2019,6,30,10,39,2019,7,1,4,39
2411,2019,7,30,22,46,2019,7,31,7,46
2412,2018,11,6,13,28,2018,11,7,9,28
2413,2019,1,22,4,37,2019,1,22,15,37
2414,2018,11,5,10,40,2018,11,6,7,40
2415,2019,11,29,18,22,2019,11,30,9,22
2416,2019,2,15,23,2,2019,2,16,17,2
2417,2018,10,20,17,45,2018,10,21,4,45
2418,2018,1,30,20,5,2018,1,31,0,5
2419,2018,10,10,0,28,2018,10,10,17,28
2420,2018,2,15,18,21,2018,2,16,8,21
2421,2018,11,30,11,57,2018,11,30,15,57
2422,2018,3,20,1,6,2018,3,20,10,6
2423,2018,6,28,23,24,2018,6,29,22,24
2424,2018,7,6,16,52,2018,7,6,22,52
2425,2019,2,7,16,18,2019,2,7,20,18
2426,2018,3,19,5,9,2018,3,19,7,9
2427,2019,7,25,15,23,2019,7,26,1,23
2428,2018,10,12,9,8,2018,10,12,20,8
2429,2019,8,31,5,55,2019,9,1,2,55
2430,2018,1,6,7,55,2018,1,6,9,55
2431,2019,12,5,0,53,2019,12,5,23,53
2432,2018,9,16,7,28,2018,9,16,17,28
2433,2018,1,3,16,15,2018,1,4,2,15
2434,2018,8,3,6,42,2018,8,3,18,42
2435,2019,8,21,12,24,2019,8,22,8,24
2436,2018,11,21,14,34,2018,11,22,2,34
2437,2019,5,19,16,35,2019,5,20,8,35
2438,2018,7,31,1,34,2018,7,31,4,34
2439,2018,5,31,10,55,2018,6,1,1,55
2440,2018,7,27,15,47,2018,7,28,10,47
2441,2018,7,3,19,22,2018,7,3,20,22
2442,2018,12,11,12,49,2018,12,11,14,49
2443,2019,5,29,10,27,2019,5,29,14,27
2444,2019,8,11,15,36,2019,8,11,16,36
2445,2019,4,22,11,22,2019,4,22,23,22
2446,2019,2,1,5,21,2019,2,1,17,21
2447,2019,1,30,10,15,2019,1,30,20,15
2448,2019,10,23,9,30,2019,10,24,5,30
2449,2019,6,10,22,52,2019,6,11,4,52
2450,2019,6,1,15,49,2019,6,2,10,49
2451,2018,2,12,16,24,2018,2,13,14,24
2452,2018,2,26,16,5,2018,2,26,21,5
2453,2018,9,7,7,38,2018,9,7,12,38
2454,2018,3,30,17,55,2018,3,30,21,55
2455,2018,1,14,8,49,2018,1,14,11,49
2456,2019,5,22,5,58,2019,5,23,0,58
2457,2018,5,28,13,58,2018,5,29,7,58
2458,2019,3,22,11,51,2019,3,23,1,51
2459,2019,11,2,0,43,2019,11,2,22,43
2460,2018,9,28,7,43,2018,9,28,19,43
2461,2019,2,25,16,46,2019,2,26,9,46
2462,2018,9,23,10,19,2018,9,23,17,19
2463,2018,7,22,9,6,2018,7,22,14,6
2464,2018,1,22,20,45,2018,1,22,21,45
2465,2019,6,26,12,15,2019,6,26,13,15
2466,2018,6,21,16,58,2018,6,22,10,58
2467,2018,5,9,14,19,2018,5,10,2,19
2468,2018,6,29,1,23,2018,6,29,13,23
2469,2019,12,29,8,44,2019,12,29,9,44
2470,2019,3,25,4,0,2019,3,25,22,0
2471,2018,4,14,1,59,2018,4,14,3,59
2472,2018,2,7,12,9,2018,2,8,7,9
2473,2018,8,23,12,52,2018,8,23,13,52
2474,2019,7,2,10,26,2019,7,2,20,26
2475,2018,5,5,5,33,2018,5,6,4,33
2476,2018,8,17,2,43,2018,8,17,13,43
2477,2018,11,4,13,9,2018,11,5,0,9
2478,2018,11,30,4,53,2018,11,30,10,53
2479,2019,7,1,19,18,2019,7,2,6,18
2480,2019,10,15,4,36,2019,10,15,20,36
2481,2019,2,10,13,26,2019,2,10,18,26
2482,2018,11,1,5,28,2018,11,1,15,28
2483,2019,5,28,5,44,2019,5,28,23,44
2484,2018,3,19,15,10,2018,3,20,2,10
2485,2019,3,18,11,40,2019,3,18,22,40
2486,2018,8,15,10,54,2018,8,15,18,54
2487,2019,3,27,20,20,2019,3,28,5,20
2488,2019,7,14,22,41,2019,7,15,21,41
2489,2019,1,6,4,10,2019,1,6,13,10
2490,2018,10,13,18,45,2018,10,13,21,45
2491,2018,10,29,13,22,2018,10,30,3,22
2492,2018,2,11,16,5,2018,2,12,11,5
2493,2019,7,5,9,32,2019,7,5,23,32
2494,2019,5,16,3,22,2019,5,17,0,22
2495,2018,5,4,17,6,2018,5,5,2,6
2496,2018,10,3,3,19,2018,10,3,20,19
2497,2019,12,21,15,56,2019,12,21,22,56
2498,2019,7,2,12,25,2019,7,3,11,25
2499,2019,4,20,11,57,2019,4,21,8,57
2500,2018,10,24,6,12,2018,10,24,10,12
2501,2019,5,27,1,46,2019,5,27,5,46
2502,2018,10,5,9,52,2018,10,5,12,52
2503,2019,5,3,6,50,2019,5,3,19,50
2504,2019,9,21,6,34,2019,9,21,18,34
2505,2019,12,22,2,19,2019,12,23,1,19
2506,2018,6,2,8,49,2018,6,3,0,49
2507,2019,4,7,3,44,2019,4,7,11,44
2508,2019,3,30,2,17,2019,3,30,11,17
2509,2018,7,21,21,50,2018,7,22,0,50
2510,2019,10,17,9,2,2019,10,17,15,2
2511,2018,2,2,19,30,2018,2,2,20,30
2512,2018,6,30,18,33,2018,6,30,22,33
2513,2018,1,12,9,4,2018,1,13,8,4
2514,2019,8,29,1,36,2019,8,29,4,36
2515,2018,3,16,1,13,2018,3,16,2,13
2516,2019,1,2,20,7,2019,1,3,5,7
2517,2019,8,29,20,43,2019,8,30,4,43
2518,2018,10,4,18,48,2018,10,5,9,48
2519,2019,7,2,8,23,2019,7,2,10,23
2520,2019,8,11,12,53,2019,8,11,23,53
2521,2018,3,30,16,44,2018,3,30,19,44
2522,2019,9,24,7,31,2019,9,24,9,31
2523,2018,10,8,3,26,2018,10,8,11,26
2524,2019,10,12,5,49,2019,10,12,11,49
2525,2019,1,28,14,53,2019,1,29,5,53
2526,2018,8,15,22,31,2018,8,16,13,31
2527,2019,8,21,0,12,2019,8,21,9,12
2528,2018,3,14,6,20,2018,3,14,14,20
2529,2019,4,21,18,39,2019,4,22,16,39
2530,2019,4,4,6,34,2019,4,5,5,34
2531,2019,11,25,4,26,2019,11,26,1,26
2532,2019,1,7,21,31,2019,1,8,6,31
2533,2019,2,21,13,42,2019,2,21,14,42
2534,2019,2,28,11,55,2019,3,1,4,55
2535,2019,7,23,18,31,2019,7,24,16,31
2536,2019,6,8,6,5,2019,6,9,1,5
2537,2019,11,3,21,40,2019,11,4,12,40
2538,2018,9,27,21,5,2018,9,27,22,5
2539,2019,10,8,11,36,2019,10,8,13,36
2540,2019,8,30,6,17,2019,8,30,17,17
2541,2018,6,16,3,47,2018,6,16,17,47
2542,2018,7,26,14,4,2018,7,26,17,4
2543,2018,8,26,18,26,2018,8,26,23,26
2544,2019,7,18,14,13,2019,7,18,20,13
2545,2019,9,8,23,41,2019,9,9,21,41
2546,2018,10,3,13,42,2018,10,3,14,42
2547,2019,6,23,13,40,2019,6,24,10,40
2548,2019,12,26,11,35,2019,12,26,18,35
2549,2019,12,20,5,31,2019,12,21,3,31
2550,2019,4,23,10,3,2019,4,24,3,3
2551,2019,12,14,16,28,2019,12,14,23,28
2552,2018,7,25,1,49,2018,7,25,18,49
2553,2018,7,15,11,26,2018,7,15,21,26
2554,2018,2,23,20,25,2018,2,24,13,25
2555,2019,1,25,15,20,2019,1,26,12,20
2556,2019,6,16,14,40,2019,6,16,15,40
2557,2019,9,23,14,35,2019,9,23,20,35
2558,2018,8,23,19,23,2018,8,23,20,23
2559,2019,2,4,16,48,2019,2,4,19,48
2560,2019,9,24,21,1,2019,9,25,13,1
2561,2019,7,11,7,12,2019,7,11,15,12
2562,2018,6,20,17,53,2018,6,21,14,53
2563,2018,5,3,11,39,2018,5,3,14,39
2564,2018,2,22,1,2,2018,2,22,3,2
2565,2018,5,29,14,2,2018,5,29,23,2
2566,2018,9,27,12,48,2018,9,27,13,48
2567,2018,11,16,16,12,2018,11,16,19,12
2568,2018,1,1,3,51,2018,1,2,2,51
2569,2018,10,5,23,24,2018,10,6,20,24
2570,2018,8,21,9,27,2018,8,22,1,27
2571,2018,2,11,7,22,2018,2,11,15,22
2572,2019,3,23,5,15,2019,3,23,8,15
2573,2019,3,27,14,1,2019,3,28,9,1
2574,2018,10,27,4,41,2018,10,27,7,41
2575,2019,3,8,16,36,2019,3,9,9,36
2576,2018,8,27,17,16,2018,8,27,18,16
2577,2019,7,6,22,23,2019,7,7,21,23
2578,2019,11,6,8,42,2019,11,6,9,42
2579,2018,11,13,23,28,2018,11,14,16,28
2580,2019,12,20,20,28,2019,12,20,23,28
2581,2019,12,8,21,5,2019,12,9,2,5
2582,2019,3,26,14,22,2019,3,26,23,22
2583,2019,2,15,13,27,2019,2,15,14,27
2584,2018,1,27,19,58,2018,1,28,10,58
2585,2018,11,27,22,51,2018,11,28,2,51
2586,2019,1,7,11,51,2019,1,7,20,51
2587,2018,1,19,2,10,2018,1,19,17,10
2588,2018,5,19,3,12,2018,5,19,21,12
2589,2019,9,22,10,52,2019,9,22,14,52
2590,2018,1,26,21,39,2018,1,27,18,39
2591,2018,7,12,7,28,2018,7,12,12,28
2592,2018,9,16,13,10,2018,9,17,8,10
2593,2018,9,14,14,1,2018,9,15,11,1
2594,2019,11,3,21,21,2019,11,3,22,21
2595,2019,3,20,21,14,2019,3,20,22,14
2596,2019,1,16,16,18,2019,1,17,7,18
2597,2018,6,23,9,54,2018,6,23,10,54
2598,2018,3,14,3,12,2018,3,14,4,12
2599,2019,3,26,14,47,2019,3,26,21,47
2600,2018,3,23,0,12,2018,3,23,17,12
2601,2018,7,1,12,53,2018,7,2,4,53
2602,2019,1,7,7,14,2019,1,7,10,14
2603,2018,2,19,18,57,2018,2,20,12,57
2604,2019,1,15,5,34,2019,1,15,7,34
2605,2019,2,18,0,25,2019,2,18,23,25
2606,2019,2,2,0,4,2019,2,2,2,4
2607,2018,5,24,11,48,2018,5,25,6,48
2608,2019,6,23,15,47,2019,6,24,8,47
2609,2018,12,6,9,41,2018,12,6,12,41
2610,2019,9,1,20,26,2019,9,2,6,26
2611,2018,5,26,6,4,2018,5,26,8,4
2612,2019,1,26,11,51,2019,1,26,22,51
2613,2018,3,24,23,24,2018,3,25,21,24
2614,2018,6,6,11,26,2018,6,6,20,26
2615,2018,6,3,11,18,2018,6,4,8,18
2616,2018,8,30,16,27,2018,8,31,6,27
2617,2019,7,14,6,50,2019,7,14,14,50
2618,2019,9,27,0,42,2019,9,27,14,42
2619,2018,5,20,10,12,2018,5,21,3,12
2620,2019,2,1,20,41,2019,2,2,11,41
2621,2019,12,27,5,47,2019,12,27,11,47
2622,2019,10,20,16,36,2019,10,21,11,36
2623,2019,7,26,14,39,2019,7,26,20,39
2624,2019,1,13,17,47,2019,1,14,15,47
2625,2018,2,4,20,2,2018,2,5,17,2
2626,2019,2,3,7,57,2019,2,3,17,57
2627,2019,11,21,21,7,2019,11,22,12,7
2628,2018,4,15,7,33,2018,4,16,6,33
2629,2018,7,5,14,36,2018,7,6,11,36
2630,2018,8,11,8,26,2018,8,12,6,26
2631,2018,5,14,17,29,2018,5,15,11,29
2632,2018,6,2,15,59,2018,6,3,2,59
2633,2019,2,27,6,7,2019,2,27,8,7
2634,2019,1,10,19,5,2019,1,11,4,5
2635,2019,4,27,3,47,2019,4,27,22,47
2636,2018,3,12,23,42,2018,3,13,10,42
2637,2019,9,24,21,48,2019,9,25,20,48
2638,2018,7,28,14,59,2018,7,29,4,59
2639,2018,12,30,9,38,2018,12,30,20,38
2640,2018,9,10,7,27,2018,9,10,17,27
2641,2018,3,13,0,56,2018,3,13,14,56
2642,2018,3,4,19,44,2018,3,5,8,44
2643,2018,7,11,16,44,2018,7,12,12,44
2644,2018,12,14,4,26,2018,12,14,9,26
2645,2018,2,10,23,5,2018,2,11,6,5
2646,2018,1,10,16,20,2018,1,10,20,20
2647,2018,2,12,17,53,2018,2,12,20,53
2648,2019,12,28,13,5,2019,12,28,16,5
2649,2018,9,2,8,51,2018,9,2,10,51
2650,2018,12,23,8,26,2018,12,24,6,26
2651,2018,4,2,14,29,2018,4,3,10,29
2652,2019,6,3,10,19,2019,6,3,23,19
2653,2018,12,16,0,9,2018,12,16,20,9
2654,2018,6,28,13,23,2018,6,28,15,23
2655,2019,4,7,10,29,2019,4,8,9,29
2656,2019,7,10,1,11,2019,7,10,23,11
2657,2018,4,29,10,26,2018,4,29,13,26
2658,2018,12,21,20,19,2018,12,22,0,19
2659,2019,8,25,7,31,2019,8,26,2,31
2660,2019,12,29,22,30,2019,12,30,19,30
2661,2019,9,16,8,30,2019,9,16,18,30
2662,2018,2,20,5,46,2018,2,20,23,46
2663,2018,12,30,15,3,2018,12,31,12,3
2664,2018,2,1,10,34,2018,2,2,2,34
2665,2019,5,28,23,54,2019,5,29,15,54
2666,2019,4,22,22,7,2019,4,23,12,7
2667,2019,8,11,2,27,2019,8,11,14,27
2668,2018,9,20,20,2,2018,9,21,15,2
2669,2019,4,30,2,21,2019,4,30,14,21
2670,2019,9,9,13,44,2019,9,10,2,44
2671,2019,1,25,6,55,2019,1,25,14,55
2672,2018,4,6,16,16,2018,4,7,14,16
2673,2019,4,14,7,22,2019,4,14,19,22
2674,2018,12,29,5,36,2018,12,29,12,36
2675,2018,8,15,18,5,2018,8,16,12,5
2676,2018,5,8,3,39,2018,5,8,8,39
2677,2019,4,10,9,20,2019,4,10,23,20
2678,2019,12,22,10,58,2019,12,22,23,58
2679,2019,9,26,9,59,2019,9,27,0,59
2680,2019,1,13,14,37,2019,1,14,0,37
2681,2019,11,18,15,20,2019,11,18,22,20
2682,2019,11,7,21,3,2019,11,8,9,3
2683,2018,10,18,18,48,2018,10,19,1,48
2684,2018,9,18,15,42,2018,9,19,6,42
2685,2019,11,26,17,9,2019,11,27,1,9
2686,2019,12,22,15,41,2019,12,22,23,41
2687,2019,3,28,5,43,2019,3,28,9,43
2688,2018,3,5,18,33,2018,3,6,8,33
2689,2018,1,4,9,25,2018,1,4,16,25
2690,2019,9,9,8,9,2019,9,9,12,9
2691,2019,7,15,10,53,2019,7,16,8,53
2692,2019,6,12,3,41,2019,6,12,15,41
2693,2018,7,5,11,15,2018,7,5,18,15
2694,2019,12,17,0,17,2019,12,17,18,17
2695,2019,7,8,13,48,2019,7,8,15,48
2696,2019,12,29,9,27,2019,12,30,0,27
2697,2019,3,27,4,32,2019,3,28,1,32
2698,2019,4,25,19,43,2019,4,26,10,43
2699,2018,11,6,23,32,2018,11,7,12,32
2700,2018,6,20,13,7,2018,6,20,18,7
2701,2018,12,6,19,28,2018,12,7,16,28
2702,2018,12,12,2,36,2018,12,12,14,36
2703,2019,2,2,9,9,2019,2,2,10,9
2704,2019,10,12,2,22,2019,10,12,9,22
2705,2018,1,18,21,6,2018,1,19,1,6
2706,2018,6,25,4,19,2018,6,25,10,19
2707,2018,11,2,23,32,2018,11,3,4,32
2708,2018,6,28,10,22,2018,6,28,23,22
2709,2019,3,8,21,19,2019,3,9,4,19
2710,2018,5,5,23,0,2018,5,6,10,0
2711,2019,4,17,0,39,2019,4,17,18,39
2712,2019,9,5,19,46,2019,9,6,8,46
2713,2019,7,31,1,5,2019,7,31,15,5
2714,2019,9,16,6,10,2019,9,16,14,10
2715,2019,12,10,1,1,2019,12,10,10,1
2716,2019,12,29,19,14,2019,12,30,11,14
2717,2019,2,4,5,1,2019,2,4,11,1
2718,2019,9,30,14,30,2019,9,30,16,30
2719,2019,12,18,0,23,2019,12,18,1,23
2720,2019,6,29,7,16,2019,6,30,6,16
2721,2019,8,1,15,38,2019,8,1,23,38
2722,2019,5,7,17,9,2019,5,8,16,9
2723,2019,6,28,8,3,2019,6,28,22,3
2724,2019,3,3,18,55,2019,3,4,13,55
2725,2018,8,24,4,13,2018,8,24,17,13
2726,2019,1,16,16,20,2019,1,17,14,20
2727,2018,12,10,18,24,2018,12,11,4,24
2728,2018,5,16,14,30,2018,5,16,17,30
2729,2019,4,24,17,5,2019,4,25,1,5
2730,2019,3,4,16,50,2019,3,5,1,50
2731,2018,2,19,23,3,2018,2,20,3,3
2732,2019,5,16,11,29,2019,5,16,12,29
2733,2018,10,22,18,14,2018,10,23,14,14
2734,2018,12,6,5,55,2018,12,6,9,55
2735,2019,10,3,5,21,2019,10,3,16,21
2736,2018,5,9,5,37,2018,5,9,6,37
2737,2019,11,10,11,21,2019,11,10,17,21
2738,2018,6,8,22,27,2018,6,9,20,27
2739,2019,3,30,7,31,2019,3,31,0,31
2740,2018,1,21,0,36,2018,1,21,19,36
2741,2019,7,24,20,33,2019,7,25,6,33
2742,2018,8,25,17,58,2018,8,26,3,58
2743,2018,12,31,8,1,2019,1,1,1,1
2744,2019,10,19,13,24,2019,10,20,10,24
2745,2018,4,13,18,24,2018,4,13,21,24
2746,2019,9,20,5,25,2019,9,20,9,25
2747,2019,11,1,7,9,2019,11,1,21,9
2748,2018,1,7,4,2,2018,1,7,10,2
2749,2019,7,2,22,32,2019,7,3,3,32
2750,2019,10,13,3,41,2019,10,13,19,41
2751,2019,4,30,13,24,2019,4,30,22,24
2752,2019,4,28,18,34,2019,4,29,10,34
2753,2018,6,14,21,41,2018,6,15,1,41
2754,2019,2,12,7,20,2019,2,12,22,20
2755,2019,6,3,6,8,2019,6,3,13,8
2756,2018,10,31,14,12,2018,10,31,15,12
2757,2018,3,24,7,37,2018,3,24,17,37
2758,2018,2,11,15,20,2018,2,12,8,20
2759,2018,11,3,12,25,2018,11,4,0,25
2760,2018,9,15,8,28,2018,9,15,19,28
2761,2018,7,6,7,59,2018,7,7,0,59
2762,2019,12,7,9,14,2019,12,7,15,14
2763,2019,11,8,8,22,2019,11,8,11,22
2764,2018,2,4,0,43,2018,2,4,15,43
2765,2018,8,19,12,42,2018,8,20,3,42
2766,2019,7,4,6,54,2019,7,4,19,54
2767,2018,10,8,0,31,2018,10,8,9,31
2768,2018,9,15,17,15,2018,9,15,19,15
2769,2019,5,24,0,24,2019,5,24,4,24
2770,2019,1,8,14,0,2019,1,9,6,0
2771,2018,11,7,11,24,2018,11,7,14,24
2772,2018,12,20,11,0,2018,12,21,5,0
2773,2019,1,21,12,37,2019,1,22,2,37
2774,2019,5,3,22,54,2019,5,4,4,54
2775,2018,9,24,19,35,2018,9,25,2,35
2776,2018,4,17,3,13,2018,4,17,21,13
2777,2018,2,7,14,10,2018,2,8,9,10
2778,2018,6,18,17,26,2018,6,18,20,26
2779,2018,11,11,4,5,2018,11,11,5,5
2780,2019,9,21,4,36,2019,9,22,3,36
2781,2019,4,9,4,49,2019,4,9,22,49
2782,2019,5,2,8,32,2019,5,3,3,32
2783,2018,1,2,9,35,2018,1,2,20,35
2784,2018,8,24,18,0,2018,8,24,20,0
2785,2019,2,22,11,58,2019,2,23,9,58
2786,2019,7,17,21,47,2019,7,18,7,47
2787,2019,2,15,15,24,2019,2,16,10,24
2788,2018,6,19,0,58,2018,6,19,9,58
2789,2019,6,18,1,11,2019,6,18,4,11
2790,2019,5,29,23,1,2019,5,30,13,1
2791,2019,2,24,7,40,2019,2,25,3,40
2792,2018,4,6,16,0,2018,4,7,3,0
2793,2018,4,7,10,56,2018,4,8,0,56
2794,2018,10,30,18,58,2018,10,31,1,58
2795,2019,8,17,11,18,2019,8,18,3,18
2796,2019,7,12,18,0,2019,7,12,19,0
2797,2019,10,14,5,30,2019,10,14,11,30
2798,2018,7,23,20,38,2018,7,24,14,38
2799,2018,9,5,14,8,2018,9,5,17,8
2800,2019,3,24,10,3,2019,3,24,21,3
2801,2019,10,27,15,6,2019,10,28,2,6
2802,2018,12,28,16,0,2018,12,29,0,0
2803,2018,4,24,9,39,2018,4,24,19,39
2804,2019,10,15,16,31,2019,10,16,12,31
2805,2018,11,3,17,10,2018,11,4,0,10
2806,2019,6,1,18,18,2019,6,2,17,18
2807,2019,10,3,0,24,2019,10,3,22,24
2808,2019,3,14,16,54,2019,3,14,21,54
2809,2018,5,14,23,40,2018,5,15,6,40
2810,2019,8,8,7,33,2019,8,9,2,33
2811,2019,4,5,14,39,2019,4,5,16,39
2812,2018,1,25,14,25,2018,1,26,3,25
2813,2019,3,16,15,50,2019,3,16,18,50
2814,2019,4,5,3,19,2019,4,5,17,19
2815,2018,2,23,1,48,2018,2,23,10,48
2816,2019,12,2,16,14,2019,12,3,5,14
2817,2018,1,10,14,55,2018,1,11,2,55
2818,2019,2,23,15,50,2019,2,24,4,50
2819,2019,7,21,16,41,2019,7,22,12,41
2820,2019,3,10,14,7,2019,3,11,11,7
2821,2019,12,31,13,58,2020,1,1,8,58
2822,2019,11,1,20,0,2019,11,2,15,0
2823,2018,6,14,16,43,2018,6,14,19,43
2824,2018,3,19,3,56,2018,3,19,15,56
2825,2018,4,3,10,3,2018,4,4,6,3
2826,2019,7,4,1,19,2019,7,4,21,19
2827,2019,4,7,8,34,2019,4,8,6,34
2828,2019,12,29,11,19,2019,12,30,1,19
2829,2018,12,4,0,56,2018,12,4,6,56
2830,2018,12,13,4,26,2018,12,13,17,26
2831,2019,11,11,9,9,2019,11,11,13,9
2832,2018,5,3,0,29,2018,5,3,8,29
2833,2019,8,22,21,12,2019,8,23,5,12
2834,2018,12,6,15,12,2018,12,7,14,12
2835,2018,7,4,16,56,2018,7,4,22,56
2836,2018,8,6,14,5,2018,8,7,7,5
2837,2019,2,6,8,41,2019,2,7,3,41
2838,2019,11,26,5,55,2019,11,27,3,55
2839,2019,4,17,1,34,2019,4,17,12,34
2840,2019,4,16,7,33,2019,4,16,17,33
2841,2019,3,6,8,30,2019,3,6,14,30
2842,2019,1,23,8,19,2019,1,23,10,19
2843,2019,10,27,5,17,2019,10,27,15,17
2844,2018,7,22,8,1,2018,7,22,11,1
2845,2019,2,3,7,59,2019,2,4,0,59
2846,2018,2,13,19,59,2018,2,14,0,59
2847,2019,2,4,11,9,2019,2,4,18,9
2848,2019,5,22,5,31,2019,5,22,20,31
2849,2019,3,26,21,26,2019,3,27,9,26
2850,2018,6,4,14,35,2018,6,5,10,35
2851,2019,7,22,3,23,2019,7,23,1,23
2852,2018,3,1,19,4,2018,3,2,3,4
2853,2019,1,13,2,20,2019,1,13,20,20
2854,2018,9,3,22,16,2018,9,4,21,16
2855,2018,11,26,2,58,2018,11,26,10,58
2856,2020,1,1,7,58,2020,1,1,20,58
2857,2018,5,28,9,59,2018,5,28,13,59
2858,2019,10,11,15,14,2019,10,12,1,14
2859,2018,5,17,6,12,2018,5,17,13,12
2860,2019,7,10,18,8,2019,7,11,12,8
2861,2018,5,2,22,41,2018,5,3,2,41
2862,2018,5,17,4,58,2018,5,17,11,58
2863,2019,5,10,18,19,2019,5,11,7,19
2864,2018,5,13,11,15,2018,5,13,20,15
2865,2019,1,1,15,52,2019,1,2,4,52
2866,2019,7,20,7,5,2019,7,21,2,5
2867,2018,12,11,2,11,2018,12,11,19,11
2868,2019,10,13,2,16,2019,10,13,9,16
2869,2019,5,14,21,30,2019,5,15,19,30
2870,2019,2,15,21,55,2019,2,16,7,55
2871,2019,4,8,0,57,2019,4,8,15,57
2872,2019,4,10,11,11,2019,4,11,4,11
2873,2019,3,24,4,56,2019,3,24,15,56
2874,2018,8,1,14,5,2018,8,1,17,5
2875,2018,12,27,3,12,2018,12,27,10,12
